Crash_ID,Crash_Datetime,Crash_Speed_Limit,Road_Algn_ID,Surf_Cond_ID,Wthr_Cond_ID,Light_Cond_ID,Crash_Sev_ID,Damaged_Property,Death_Cnt,Tot_Injry_Cnt,Prsn_Injry_Sev_ID,Prsn_Ejct_ID,Prsn_Airbag_ID,Rpt_Street_Name,Rpt_Sec_Hwy_Num,Crash_Time,risk_level
18219967,4/24/2021 21:59,30,1,1,1,3,1,,0,0,5,0,2,IH 10 W,,2,1
18220148,4/24/2021 22:50,20,1,1,1,3,1,,0,0,0,0,0,AFTON OAKS,1604,1,1
18223063,4/25/2021 8:05,60,1,1,1,1,1,,0,0,0,0,0,10,1604,4,1
18220285,4/25/2021 21:07,45,4,1,1,4,1,,0,0,5,0,2,IH 10 W,1604,2,2
18223237,4/25/2021 22:00,40,3,0,1,4,1,,0,0,5,0,0,151,1604,1,1
18224541,4/26/2021 11:02,60,3,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,2
18224347,4/26/2021 13:54,45,1,1,1,1,3,,0,1,5,0,2,BANDERA,1604,3,2
18230242,4/26/2021 14:03,40,1,1,1,1,1,,0,0,5,0,2,POTRANCO,1604,3,1
18222567,4/26/2021 17:00,45,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,1
18224750,4/26/2021 18:15,40,1,1,1,1,1,,0,0,5,0,2,POTRANCO,1604,4,1
18225066,4/27/2021 6:15,45,1,2,2,1,1,,0,0,5,0,2,POTRANCO,1604,1,2
18228196,4/27/2021 7:58,50,1,1,1,1,1,,0,0,5,0,2,NOT REPORTED,1604,4,1
18226776,4/27/2021 13:15,40,1,2,1,1,1,,0,0,5,0,2,VANCE JACKSON,1604,3,2
18226100,4/27/2021 14:35,5,1,1,1,1,1,,0,0,5,0,2,UTSA,10,3,1
18226089,4/27/2021 14:45,45,1,2,1,1,1,,0,0,5,0,3,BANDERA,1604,3,2
18226004,4/28/2021 9:26,45,1,1,1,1,1,BUILDING ON TRAILER,0,0,5,0,2,US HWY 281,1604,4,1
18228039,4/28/2021 13:15,70,1,1,1,1,1,,0,0,0,0,0,I10,1604,3,1
18228642,4/28/2021 15:00,25,1,1,1,1,1,,0,0,5,0,2,HAUSMAN PASS,1604,3,1
18228215,4/28/2021 15:54,50,2,1,1,1,1,,0,0,5,0,2,US HWY 90,1604,3,2
18228140,4/28/2021 18:20,60,1,1,1,2,1,,0,0,0,0,0,IH 10 W,,4,1
18230239,4/28/2021 19:35,45,1,1,1,3,1,,0,0,5,0,2,CULEBRA,1604,2,1
18228620,4/28/2021 20:38,65,1,4,2,3,1,,0,0,5,0,2,IH 10 W,,2,2
18228647,4/28/2021 21:24,45,2,2,2,3,0,,0,0,0,0,0,UTSA,,2,1
18228226,4/29/2021 11:28,65,3,2,2,1,1,300 FEET OF OVERHEAD WIRE,0,0,5,0,2,IH 10 W,,2,2
18229503,4/29/2021 11:35,40,1,2,2,1,1,,0,0,0,0,0,SHAENFIELD,1604,2,1
18230157,4/29/2021 15:50,5,1,1,1,1,0,,0,0,0,0,0,IH 10 W,,3,1
18231102,4/29/2021 16:53,60,3,1,1,1,3,,0,2,3,0,2,IH 10 W,,4,2
18233139,4/29/2021 17:00,30,1,0,1,1,1,,0,0,0,0,0,SIGMA,1604,4,1
18232722,4/29/2021 22:52,10,1,1,1,3,0,,0,0,0,0,0,STONE OAK,1604,1,1
18230954,4/29/2021 23:30,40,0,0,1,4,3,,0,1,0,0,0,MILITARY,1604,1,1
18231104,4/30/2021 9:00,45,3,2,1,1,3,,0,1,3,0,2,10,1604,4,2
18231109,4/30/2021 10:30,60,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18231106,4/30/2021 12:00,65,2,2,1,1,2,,0,2,2,0,2,IH 10,1604,2,2
18231409,4/30/2021 14:15,40,1,2,2,1,1,,0,0,5,0,2,SHAENFIELD,1604,3,2
18245334,5/1/2021 0:00,-1,2,2,2,3,1,,0,0,0,0,0,IH 10 W,,1,2
18232814,5/1/2021 3:55,45,1,2,1,3,1,,0,0,0,0,0,POTRANCO,1604,1,1
18232059,5/1/2021 15:00,45,1,2,1,1,1,,0,0,5,0,2,IH 10 W,,3,2
18243971,5/2/2021 5:44,15,1,1,1,2,1,,0,0,5,0,2,UTSA,,1,1
18243968,5/2/2021 10:54,30,1,1,1,1,1,,0,0,0,0,0,VANCE JACKSON,1604,2,1
18241628,5/2/2021 12:19,70,1,1,1,1,1,,0,0,5,0,2,US HWY 90 W,1604,2,1
18242454,5/2/2021 14:40,10,1,1,1,1,1,,0,0,0,0,0,UTSA,,3,1
18237033,5/2/2021 20:57,60,1,1,1,3,1,,0,0,5,0,2,281,1604,2,1
18235077,5/2/2021 21:18,70,1,1,1,4,2,,0,1,5,0,2,IH 10,1604,2,2
18236064,5/3/2021 2:00,5,2,1,0,0,0,,0,0,0,0,0,MARKET HILL,1604,1,1
18248059,5/3/2021 7:35,-1,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,1
18234401,5/3/2021 8:52,45,1,1,1,1,3,,0,1,5,0,2,NOT REPORTED,1604,4,2
18235132,5/3/2021 15:04,5,1,1,1,1,0,,0,0,0,0,0,LA CANTERA,1604,3,1
18237261,5/3/2021 15:30,45,2,1,1,1,1,,0,0,0,0,0,US HWY 281 N,1604,3,1
18420863,5/4/2021 1:04,60,1,1,1,3,1,,0,0,5,0,2,IH 10 W,,1,1
18237909,5/4/2021 8:04,65,2,1,1,1,2,,0,1,5,0,2,IH 10 W,,4,2
18236955,5/4/2021 12:34,65,2,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,2
18252473,5/5/2021 7:20,-1,1,1,4,1,3,,0,2,5,0,2,IH 10 W,,4,3
18241303,5/5/2021 7:27,10,1,1,1,1,1,BUSSINES MARQUEE,0,0,5,0,2,BANDERA,1604,4,1
18239633,5/5/2021 8:01,65,1,1,1,1,1,,0,0,5,0,2,FRONTAGE,1604,4,1
18243922,5/5/2021 23:39,65,1,1,1,3,1,TX-DOT    GUARDRAIL  DAMAGE,0,0,5,0,2,STATE HWY 151,1604,1,1
18240344,5/6/2021 8:08,60,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,1
18250336,5/6/2021 8:15,15,1,1,1,4,1,GUARD RAIL,0,0,5,0,3,1604,1604,4,2
18242466,5/6/2021 8:30,65,2,1,1,1,1,,0,0,0,0,0,IH 10 W,,4,1
18241681,5/6/2021 13:28,60,3,1,1,1,2,,0,2,3,0,2,IH 10 W,,3,2
18276960,5/6/2021 17:35,65,2,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,2
18243526,5/6/2021 17:42,45,1,1,1,1,1,,0,0,0,0,0,NACOGDOCHES,1604,4,1
18245124,5/6/2021 19:18,35,1,1,1,1,3,,0,1,1,0,3,STONE OAK,1604,2,2
18279405,5/6/2021 19:26,35,1,1,1,1,1,,0,0,5,0,3,SHANEFIELD,1604,2,2
18243935,5/6/2021 22:41,45,1,1,1,3,3,,0,2,3,0,3,POTRANCO,1604,1,2
18245337,5/7/2021 2:50,60,2,1,1,3,1,,0,0,5,0,2,IH 10 W,10,1,2
18245032,5/7/2021 19:53,10,0,1,1,2,1,GATE,0,0,5,0,2,UTSA,,2,1
18258145,5/8/2021 1:03,65,1,1,1,3,1,,0,0,0,0,0,IH 10 W,,1,1
18243987,5/8/2021 18:17,45,4,1,1,1,0,,0,0,0,0,2,IH 10 W,,4,2
18245037,5/8/2021 21:13,45,1,1,1,3,3,,0,2,3,0,2,UTSA,10,2,2
18247748,5/9/2021 0:49,40,1,1,1,3,2,,0,2,2,0,2,BRAUN RD,1604,1,2
18245217,5/9/2021 2:26,55,2,1,1,3,0,,0,0,0,0,0,W LOOP 1604,1604,1,1
18245417,5/9/2021 10:25,10,1,1,1,1,1,CYCLONE FENCE,0,0,5,0,2,1604,1604,2,1
18247755,5/9/2021 11:37,45,1,1,1,1,1,,0,0,0,0,0,SAN PEDRO,1604,2,1
18250510,5/9/2021 11:56,55,1,1,1,1,1,,0,0,5,0,2,US HWY 281 S,1604,2,1
18256642,5/9/2021 23:37,40,1,1,1,3,1,,0,0,0,0,0,LA CANTERA,1604,1,1
18250009,5/10/2021 17:05,60,1,1,1,1,1,,0,0,5,0,2,IH 10,1604,4,1
18264464,5/10/2021 21:11,40,1,1,1,3,1,,0,0,5,0,2,UTSA,,2,1
18250340,5/11/2021 9:39,65,1,2,1,1,1,,0,0,0,0,0,NW LOOP 410,1604,4,1
18252455,5/11/2021 10:52,15,1,1,1,4,0,,0,0,0,0,0,UTSA,,2,1
18254405,5/11/2021 12:00,45,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18251397,5/11/2021 15:13,35,1,1,1,1,1,,0,0,5,0,2,UTSA,,3,1
18253902,5/11/2021 17:01,45,1,1,1,1,1,,0,0,5,0,2,VANCE JACKSON,1604,4,1
18252280,5/12/2021 16:55,10,1,1,1,1,0,,0,0,0,0,0,BULVERDE RD,1604,4,1
18266575,5/12/2021 18:46,65,1,1,1,1,1,,0,0,5,0,2,LOOP 1604,1604,4,1
18253884,5/12/2021 20:15,40,1,1,1,2,1,,0,0,0,0,0,US HWY 281 N,1604,2,1
18254245,5/13/2021 7:50,35,1,1,1,1,3,,0,1,3,0,2,HUEBNER,1604,4,2
18258239,5/13/2021 8:30,30,1,1,1,1,1,,0,0,5,0,2,CORPORATE WOODS,1604,4,1
18254440,5/13/2021 9:04,45,1,1,1,1,3,,0,1,3,0,2,LOOP 1604 E,1604,4,2
18258912,5/13/2021 10:28,65,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18253689,5/13/2021 11:27,40,1,1,1,1,1,,0,0,5,0,2,STONE OAK,1604,2,1
18257311,5/13/2021 16:23,60,1,1,1,1,1,,0,0,5,0,2,N 1604,1604,4,1
18304546,5/13/2021 16:30,5,1,0,0,1,0,,0,0,0,0,0,IH 10 W,,4,1
18255614,5/13/2021 18:16,10,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,1
18255822,5/13/2021 23:50,70,1,1,1,3,1,,0,0,5,0,3,IH10,1604,1,2
18255939,5/14/2021 1:41,45,1,1,1,3,1,,0,0,5,0,2,IH 10 W,,1,1
18256565,5/14/2021 7:40,45,1,1,1,1,2,,0,1,0,0,2,BANDERA,1604,4,2
18255211,5/14/2021 8:32,45,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,4,1
18255230,5/14/2021 9:49,45,1,1,1,1,3,,0,1,5,0,2,IH 10,1604,4,2
18255443,5/14/2021 12:04,65,3,1,1,1,2,,0,1,2,0,2,IH 10 W,,2,2
18256004,5/14/2021 12:15,45,1,1,1,1,1,,0,0,0,0,0,NOT REPORTED,1604,2,1
18256579,5/14/2021 12:58,5,1,1,1,1,0,,0,0,0,0,0,UTSA,,2,1
18256586,5/14/2021 14:01,5,1,1,1,1,1,,0,0,0,0,2,UTSA,,3,1
18256646,5/14/2021 16:55,40,1,1,1,1,1,,0,0,0,0,0,BRAUN,1604,4,1
18269127,5/14/2021 22:05,70,1,1,1,3,1,,0,0,5,0,2,IH 10 W,,1,1
18276828,5/15/2021 10:56,45,1,2,2,1,1,,0,0,5,0,2,1604,1604,2,2
18257290,5/15/2021 20:41,10,1,1,1,1,0,,0,0,0,0,0,IH 10 W,,2,1
18260639,5/16/2021 3:25,65,3,2,1,4,2,,0,1,2,0,2,1604,1604,1,2
18261899,5/16/2021 5:50,35,4,2,2,3,1,SCRAPES TO THE CONCRETE CENTER DIVIDER.,0,0,5,0,2,UTSA,,1,2
18262824,5/16/2021 6:24,65,1,2,2,3,0,,0,0,0,0,0,LOOP 1604 W EB,1604,1,1
18259469,5/16/2021 13:00,5,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,1
18260490,5/16/2021 16:25,40,1,1,1,1,1,,0,0,0,0,0,BULVERDE,1604,4,1
18268744,5/16/2021 23:58,5,1,1,1,3,1,,0,0,0,0,0,UTSA,,1,1
18263828,5/17/2021 15:21,45,1,1,1,1,1,,0,0,5,0,3,I 10W FRONTAGE,1604,3,2
18262407,5/17/2021 17:35,10,1,1,1,1,2,,0,1,5,0,2,IH 10 W,,4,2
18273478,5/18/2021 1:49,40,2,1,1,3,1,,0,0,5,0,2,UTSA,,1,2
18277965,5/18/2021 7:30,5,1,1,1,1,1,,0,0,0,0,0,N LOOP 1604,1604,4,1
18275955,5/18/2021 12:10,45,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18269756,5/19/2021 6:35,-1,1,1,1,1,0,,0,0,0,0,2,IH 10 W,,1,1
18263867,5/19/2021 8:15,65,1,1,1,1,3,,0,1,5,0,2,IH 10 W,,4,2
18265666,5/19/2021 10:00,15,1,1,1,1,1,GUNN ACURA SERVICE DEPT OVERHEAD ROOF,0,0,5,0,2,IH 10 W,,2,1
18264786,5/19/2021 12:10,40,1,1,1,1,1,,0,0,5,0,2,UTSA,,2,1
18265669,5/19/2021 14:50,35,1,1,1,1,1,,0,0,5,0,2,BANDERA,1604,3,1
18264336,5/19/2021 15:52,30,1,1,1,1,1,WOODEN GATE,0,0,5,0,2,EMERALD FOREST,1604,3,1
18264519,5/19/2021 17:53,45,1,1,1,1,1,,0,0,5,0,2,IH 10,1604,4,1
18266588,5/19/2021 19:09,45,1,1,1,1,0,,0,0,0,0,0,LA CANTERA,1604,2,1
18279718,5/20/2021 2:08,35,1,1,1,3,1,,0,0,5,0,2,UTSA,,1,1
18268746,5/20/2021 2:57,35,1,1,1,3,2,,0,1,5,0,2,UTSA,,1,2
18269772,5/20/2021 12:45,45,1,1,1,1,1,,0,0,5,0,2,WISEMAN,1604,2,1
18272810,5/20/2021 13:56,60,2,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,2
18266349,5/20/2021 15:20,65,1,1,1,1,3,,0,1,5,0,2,I 10 W NB,1604,3,2
18291441,5/20/2021 21:36,15,1,1,1,3,0,,0,0,0,0,0,IH 10 W,,2,1
18268748,5/21/2021 2:32,15,0,1,1,3,2,,0,1,5,0,2,UTSA,,1,2
18270820,5/21/2021 10:30,10,1,1,1,1,0,,0,0,0,0,0,LOOP 1604 E,1604,2,1
18268953,5/21/2021 13:01,-1,1,1,1,1,1,,0,0,5,0,2,BANDERA RD,1604,3,1
18268891,5/21/2021 14:00,40,1,1,1,1,1,,0,0,5,0,2,IH 10,1604,3,1
18268843,5/21/2021 14:26,40,1,1,1,1,1,,0,0,0,0,0,1604,1604,3,1
18270840,5/21/2021 22:30,45,1,1,1,3,1,,0,0,5,0,3,BLANCO,1604,1,2
18273733,5/22/2021 9:45,30,2,1,1,1,1,,0,0,0,0,0,NOT REPORTED,1604,4,1
18283526,5/23/2021 2:20,55,4,2,2,3,2,,0,1,2,0,2,LOOP 1604 E,1604,1,3
18270684,5/23/2021 2:35,60,1,2,2,3,1,GAURD RAIL,0,0,5,0,2,IH 10,1604,1,2
18272609,5/23/2021 13:30,40,1,2,2,1,1,,0,0,0,0,0,IH 10 W,,3,1
18274768,5/23/2021 18:15,40,1,1,1,1,1,,0,0,5,0,2,US HWY 90,1604,4,1
18273651,5/24/2021 0:40,5,1,1,1,3,0,,0,0,0,0,0,UTSA,,1,1
18279639,5/24/2021 1:10,65,1,2,2,4,1,,0,0,5,0,2,LOOP 1604,1604,1,2
18275321,5/24/2021 8:42,65,1,2,1,1,3,,0,1,5,0,2,IH 10 W,,4,2
18275337,5/24/2021 11:31,45,1,2,1,1,1,,0,0,5,0,2,IH 10 W ACCESS,1604,2,2
18274887,5/24/2021 18:22,30,1,1,1,1,1,,0,0,0,0,2,NACOGDOCHES,1604,4,1
18277959,5/26/2021 7:00,60,3,1,1,1,1,,0,0,5,0,2,IH 10 W,410,4,2
18277244,5/26/2021 11:28,65,1,1,1,1,2,,0,1,5,0,2,IH 10 W,,2,2
18288485,5/26/2021 11:40,70,1,1,1,1,1,,0,0,0,0,0,NOT REPORTED,1604,2,1
18278852,5/26/2021 14:00,40,1,1,1,1,0,,0,0,0,0,0,LA CANTERA,1604,3,1
18279432,5/26/2021 18:00,40,1,1,1,1,1,,0,0,5,0,2,IH10,1604,4,1
18278955,5/26/2021 18:20,40,1,1,1,1,1,,0,0,5,0,0,UTSA,10,4,1
18279510,5/27/2021 7:00,-1,1,1,1,1,1,,0,0,5,0,2,LOOP 1604 W,1604,4,1
18280729,5/27/2021 10:03,50,1,1,1,1,1,,0,0,5,0,2,NEW US HWY 90 W EB ACCESS,1604,2,1
18280731,5/27/2021 14:29,45,1,1,1,1,2,,0,1,5,0,2,1604,1604,3,2
18282334,5/27/2021 15:22,60,2,1,1,1,2,,0,3,2,0,2,IH 10 W,,3,2
18299318,5/27/2021 22:29,45,4,1,1,3,1,,0,0,5,0,2,UTSA,,1,2
18281518,5/28/2021 0:44,35,3,1,1,4,1,FIRE HYDRANT,0,0,5,0,2,I 10,1604,1,2
18282467,5/28/2021 2:30,50,1,1,1,3,1,,0,0,5,0,2,1604,1604,1,1
18288007,5/28/2021 9:47,-1,1,2,1,1,3,,0,1,3,0,2,IH 10 W,,4,2
18281495,5/28/2021 10:44,40,1,2,1,1,1,,0,0,0,0,0,KYLE SEALE,1604,2,1
18288009,5/28/2021 13:20,45,1,1,1,1,1,,0,0,5,0,3,IH 10 W,1604,3,2
18282442,5/28/2021 15:00,5,1,1,1,1,0,,0,0,0,0,0,1604 N,1604,3,1
18282028,5/28/2021 15:54,70,1,1,1,1,1,,0,0,0,0,0,1604,1604,3,1
18288006,5/28/2021 21:00,10,1,0,0,3,0,,0,0,0,0,0,LOOP 1604 W,1604,2,1
18282450,5/28/2021 21:36,45,1,2,2,3,3,,0,1,5,0,2,POTRANCO,1604,2,2
18283546,5/29/2021 9:55,65,1,2,1,1,3,GUARDRAIL DAMAGE 10 FT,0,1,5,0,2,US HWY 90 W WB,1604,4,2
18288017,5/29/2021 12:13,15,1,1,1,1,0,,0,0,0,0,0,IH 10 W,,2,1
18284512,5/29/2021 14:30,40,3,1,1,1,1,WROUGHT IRON SECURITY FENCE,0,0,5,0,2,UTSA,,3,2
18301276,5/30/2021 2:18,5,1,1,1,3,1,,0,0,5,0,2,UTSA,,1,1
18284499,5/30/2021 13:40,45,1,1,1,1,1,,0,0,5,0,2,BABCOCK,1604,3,1
18286813,5/30/2021 17:32,-1,1,2,1,1,3,,0,1,0,0,0,IH 10 W,,4,2
18284768,5/30/2021 23:18,45,1,1,1,3,1,,0,0,5,0,2,BRAUN,1604,1,1
18285173,5/31/2021 12:20,45,1,1,1,1,1,GUARD RAIL DAMAGE (SCRAPES),0,0,0,0,0,NOT REPORTED,1604,2,1
18287485,5/31/2021 13:50,65,1,1,1,1,1,,0,0,5,0,2,1604,1604,3,1
18286811,5/31/2021 14:45,5,1,1,1,1,0,,0,0,0,0,0,LA CANTERA,1604,3,1
18286712,5/31/2021 20:25,65,1,1,1,3,1,,0,0,0,0,0,1604,1604,2,1
18289482,6/1/2021 10:40,45,1,1,1,1,1,MARQUEE SIGN,0,0,5,0,3,VANCE JACKSON,1604,2,2
18306094,6/1/2021 13:00,15,1,0,0,1,0,,0,0,0,0,0,1604 W,1604,3,1
18287267,6/1/2021 13:40,65,1,1,1,1,3,,0,1,5,0,2,NOT REPORTED,1604,3,2
18287481,6/1/2021 16:36,45,1,1,1,1,1,,0,0,5,0,2,OCONNOR,1604,4,1
18290082,6/2/2021 7:25,45,2,1,1,1,1,,0,0,0,0,0,BABCOCK,1604,4,1
18290085,6/2/2021 9:30,10,1,0,1,0,0,,0,0,0,0,0,NOT REPORTED,1604,4,1
18291431,6/2/2021 15:45,-1,0,1,1,1,2,,0,1,5,0,2,IH 10,1604,3,2
18291795,6/3/2021 7:07,5,1,2,1,1,1,,0,0,5,0,2,LOOP 1604 E,1604,4,2
18292026,6/3/2021 11:00,45,1,2,2,1,1,,0,0,0,0,0,BANDERA,1604,2,1
18292109,6/3/2021 11:50,45,2,2,2,1,1,,0,0,0,0,0,US HWY 281 N NB ACCESS,1604,2,2
18292029,6/3/2021 14:54,45,2,2,2,3,1,,0,0,5,0,2,IH 10 W,,3,2
18291434,6/3/2021 15:20,35,1,2,2,1,1,,0,0,5,0,2,CHAMPIONS GATE,1604,3,2
18293327,6/3/2021 17:14,40,1,2,1,1,3,,0,3,3,0,2,UTSA,,4,2
18292950,6/3/2021 18:17,-1,1,2,1,1,3,,0,2,3,0,2,BABCOCK,1604,4,2
18292794,6/4/2021 8:15,35,1,1,1,1,1,,0,0,5,0,2,OCONNOR,1604,4,1
18297439,6/4/2021 11:05,45,1,1,1,1,0,,0,0,0,0,0,SHAENFIELD,1604,2,1
18293699,6/4/2021 13:40,45,1,1,1,1,1,,0,0,5,0,2,CULEBRA,1604,3,1
18295179,6/4/2021 13:54,35,1,1,1,1,3,,0,2,5,0,2,BABCOCK,1604,3,2
18343702,6/5/2021 4:19,70,2,1,1,3,1,,0,0,5,0,3,LOOP 16004,1604,1,2
18294478,6/5/2021 10:03,35,1,1,1,1,3,,0,1,5,0,2,UTSA,,2,2
18295421,6/5/2021 11:00,65,1,1,1,1,1,,0,0,5,0,2,IH 10 W,1604,2,1
18305826,6/5/2021 12:36,65,2,1,1,1,3,,0,1,3,0,2,IH 10 W,,2,2
18295187,6/5/2021 13:45,65,1,1,1,1,3,,0,2,3,0,2,IH 10W EB,1604,3,2
18295183,6/5/2021 15:48,35,1,2,2,1,1,,0,0,5,0,2,1604,1604,3,2
18318078,6/5/2021 18:15,20,1,1,1,1,1,,0,0,0,0,0,UTSA,10,4,1
18295186,6/5/2021 18:19,35,1,1,1,1,1,,0,0,5,0,2,UTSA,10,4,1
18295362,6/5/2021 21:33,10,1,1,1,3,0,,0,0,0,0,0,LOOP 1604,1604,2,1
18303077,6/6/2021 0:15,30,1,1,1,3,1,AC UNIT FROM U2,0,0,0,0,2,VANCE JACKSON,1604,1,1
18295422,6/6/2021 6:10,65,1,1,1,3,2,CEMENT WALL DAMAGE,0,1,2,0,3,IH 10 W,,1,2
18307291,6/6/2021 7:30,10,1,1,1,1,0,LIGHT POLE - $1000,0,0,0,0,0,SONTERRA,1604,4,1
18311501,6/7/2021 9:00,-1,0,0,0,1,0,,0,0,0,0,0,N LOOP 1604 W,1604,4,1
18299022,6/7/2021 17:05,20,1,1,1,2,0,,0,0,0,0,0,IH 10 W,,4,1
18298586,6/7/2021 18:11,5,1,1,1,1,0,,0,0,0,0,0,UTSA,,4,1
18298591,6/7/2021 19:13,-1,2,1,1,1,3,,0,3,3,0,2,UTSA,10,2,2
18301172,6/8/2021 1:17,50,2,1,1,3,1,APPROX 50FT FENCE DAMAGED,0,0,5,0,3,LOOP 1604,1604,1,2
18318739,6/8/2021 15:37,65,1,1,1,1,2,,0,1,5,0,2,281,1604,3,2
18300672,6/8/2021 15:51,30,1,1,1,1,1,,0,0,5,0,2,POTRANCO,1604,3,1
18299350,6/8/2021 17:18,50,1,1,1,1,1,,0,0,5,0,2,IH 10,1604,4,1
18303320,6/9/2021 12:10,40,1,1,1,1,1,,0,0,0,0,0,IH 10 W,,2,1
18302397,6/9/2021 13:35,5,2,1,1,1,1,,0,0,,,,US HWY 281,1604,3,4
18302277,6/9/2021 14:29,65,1,1,1,1,3,,0,4,3,0,2,IH 10 W,,3,2
18314258,6/9/2021 16:00,65,1,1,0,1,1,,0,0,0,0,0,IH 10 W,,4,1
18304274,6/9/2021 18:45,30,1,1,1,1,1,,0,0,5,0,2,SHAENFIELD,1604,4,1
18302292,6/9/2021 19:04,-1,1,1,1,1,3,,0,2,3,0,2,BABCOCK RD,1604,2,2
18302746,6/10/2021 10:00,50,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18304547,6/10/2021 11:55,45,1,1,1,1,3,,0,3,3,0,2,BRAUN,1604,2,2
18303318,6/10/2021 12:15,50,1,1,1,1,1,,0,0,5,0,2,NOT REPORTED,1604,2,1
18305333,6/10/2021 14:15,45,3,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,2
18303191,6/10/2021 19:35,45,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,1
18304961,6/11/2021 0:27,50,1,1,1,4,4,,1,0,5,0,3,IH 10 W,,1,2
18304813,6/11/2021 2:38,55,2,1,1,3,0,ROAD SIGN AT KYLE SEALE EXIT,0,0,0,0,0,1604,1604,1,1
18307876,6/11/2021 14:41,60,3,1,1,1,1,,0,0,0,0,0,IH 10 W,,3,1
18306546,6/11/2021 16:00,45,1,1,1,1,1,,0,0,5,0,3,US HWY 281 N,1604,4,2
18313965,6/11/2021 18:25,40,1,1,1,1,3,,0,1,5,0,2,WISEMAN,1604,4,2
18305955,6/11/2021 20:30,10,1,1,1,1,0,,0,0,0,0,0,PAT BOOKER,1604,2,1
18305643,6/11/2021 20:52,45,2,1,1,3,1,,0,0,5,0,2,IH 10 W,1604,2,2
18305953,6/12/2021 3:09,45,1,1,1,3,1,,0,0,5,0,2,GOLDEN CANYON,1604,1,1
18305832,6/12/2021 9:50,35,3,1,1,1,1,,0,0,0,0,0,IH 10 W,1604,4,1
18306451,6/12/2021 14:45,65,1,1,1,1,1,,0,0,0,0,0,IH 10 W,,3,1
18315927,6/12/2021 23:15,55,1,1,1,3,3,,0,3,1,0,3,NOT REPORTED,1604,1,2
18314061,6/13/2021 1:30,45,1,1,1,3,1,,0,0,0,0,0,UTSA,10,1,1
18314058,6/13/2021 2:16,55,1,1,1,3,1,,0,0,5,0,2,UTSA,10,1,1
18316217,6/14/2021 13:05,40,2,1,1,1,1,,0,0,5,0,2,NOT REPORTED,1604,3,2
18310044,6/14/2021 14:36,50,4,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,2
18319581,6/14/2021 18:47,65,1,1,3,4,2,,0,1,5,0,2,NB IH 10 W OFRP,1604,4,2
18312915,6/16/2021 8:14,30,1,1,1,1,3,,0,1,5,0,2,281,1604,4,2
18313816,6/16/2021 8:52,40,1,1,1,1,1,,0,0,5,0,2,BABCOCK,1604,4,1
18316631,6/16/2021 10:48,60,3,1,1,1,1,,0,0,5,0,2,IH 10 W,,2,2
18332100,6/16/2021 20:00,5,1,0,0,0,0,,0,0,0,0,0,IH 10 W,,2,1
18317972,6/16/2021 21:58,5,1,1,1,3,1,,0,0,0,0,0,LOOP 1604 W,1604,2,1
18353441,6/17/2021 6:45,45,1,1,1,1,1,,0,0,5,0,0,POTRANCO,1604,1,1
18325344,6/17/2021 6:54,45,1,1,1,1,1,,0,0,5,0,2,KYLE SEALE,1604,1,1
18333128,6/17/2021 18:45,40,1,1,1,1,0,,0,0,0,0,0,BLANCO,1604,4,1
18320143,6/18/2021 5:37,5,1,1,1,3,0,WALL FOR DROP OFF AREA,0,0,0,0,0,IH 10 W,,1,1
18350369,6/18/2021 12:59,45,1,1,1,1,3,,0,1,3,0,2,SHANEFIELD,1604,2,2
18327809,6/18/2021 13:31,60,3,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,2
18318367,6/18/2021 16:23,-1,0,1,1,1,0,,0,0,0,0,0,UTSA,,4,1
18335227,6/18/2021 17:22,35,1,1,1,1,1,,0,0,5,0,2,UTSA,,4,1
18328289,6/18/2021 18:25,45,2,1,1,1,1,,0,0,5,0,2,UTSA,,4,2
18319942,6/18/2021 19:09,45,1,1,1,1,1,,0,0,5,0,2,US HWY 90 W,1604,2,1
18318360,6/18/2021 21:23,30,3,1,1,4,3,,0,1,5,0,2,IH 10 W,,2,2
18329199,6/19/2021 8:40,35,1,1,1,1,1,,0,0,5,0,2,UTSA,,4,1
18329200,6/19/2021 12:02,40,1,1,1,1,1,,0,0,5,0,1,NOT REPORTED,1604,2,1
18319387,6/19/2021 13:05,50,1,1,1,1,1,,0,0,5,0,2,IH 10 W,,3,1
